vehicle_id,manufacturer,vehicle_type,engine_cc,horsepower,fuel_type,transmission,mileage_kmpl,vehicle_age_years,annual_maintenance_cost,resale_price
332,Toyota,Hatchback,1657,290,Hybrid,Manual,13.44,3,3087.6,58712.54
333,Hyundai,SUV,3790,298,Diesel,Manual,20.06,3,2831.12,63556.12
334,BMW,Hatchback,1995,312,Electric,Automatic,33.82,10,4992.41,56291.41
335,Mercedes,Truck,1263,495,Petrol,Manual,27.52,4,2872.77,79024.89
336,Mercedes,Hatchback,1069,466,Hybrid,Automatic,30.36,7,2274.55,75212.83
337,Ford,Electric,2044,108,Diesel,Manual,15.49,1,4574.91,34987.75
338,Tesla,Sedan,3470,481,Hybrid,Manual,26.46,10,1400.67,84797.15
339,Toyota,Truck,2006,362,Diesel,Automatic,31.29,4,758.37,70169.75
340,Toyota,Truck,871,131,Petrol,Automatic,20.94,13,3280.22,19943.85
341,Ford,Electric,2106,322,Electric,Automatic,19.61,1,750.49,67575.27
342,Ford,Hatchback,2921,381,Diesel,Manual,27.42,14,2053.8,60151.94
343,Ford,Sedan,3202,281,Diesel,Automatic,23.12,10,2290.81,58623.53
344,BMW,Hatchback,2550,136,Petrol,Manual,34.82,10,2873.43,37996.61
345,Hyundai,SUV,1296,121,Hybrid,Automatic,19.48,7,4960.8,28846.5
346,Toyota,Hatchback,1787,216,Electric,Manual,12.75,0,1338.61,53006.26
347,BMW,Truck,3427,353,Diesel,Automatic,20.74,14,2066.05,57938.47
348,Ford,Sedan,1709,184,Diesel,Manual,14.35,6,921.53,43421.12
349,Toyota,Hatchback,1172,288,Electric,Automatic,23.15,2,3155.78,56414.11
350,BMW,Sedan,1161,399,Petrol,Manual,11.4,3,3720.06,66474.53
351,Hyundai,Sedan,2940,220,Hybrid,Manual,33.65,13,2565.76,39509.06
352,BMW,SUV,2144,88,Electric,Manual,31.22,14,1455.41,25082.22
353,Hyundai,SUV,1123,173,Hybrid,Manual,12.2,7,3218.17,39221.22
354,Ford,Truck,3231,138,Petrol,Automatic,12.65,2,2834.04,43979.46
355,Hyundai,Electric,1374,82,Petrol,Manual,21.84,11,1104.57,21739.63
356,Toyota,Sedan,1535,165,Electric,Automatic,28.87,12,2206.7,32155.36
357,Ford,Electric,3584,190,Diesel,Manual,13.92,12,2345.43,39463.31
358,Toyota,Truck,3193,416,Petrol,Automatic,9.65,6,4918.3,76307.31
359,Mercedes,Sedan,3974,232,Petrol,Manual,22.73,11,4291.64,43384.01
360,Honda,Sedan,2015,323,Electric,Manual,26.67,0,3751.54,67660.17
361,Hyundai,Electric,2495,401,Electric,Automatic,14.6,8,4477.25,68177.19
362,Honda,Hatchback,2707,432,Electric,Automatic,27.97,12,3756.78,70725.92
363,Honda,SUV,1518,344,Petrol,Manual,33.67,5,4545.99,63193.27
364,Hyundai,Hatchback,1580,61,Hybrid,Automatic,11.7,2,556.4,30611.88
365,Ford,Electric,1819,292,Petrol,Automatic,21.8,6,2443.51,53926.91
366,Mercedes,SUV,2203,428,Electric,Automatic,9.53,14,3810.42,68687.4
367,Toyota,Hatchback,2226,310,Diesel,Manual,13.58,12,3041.49,47932.04
368,BMW,SUV,1463,493,Diesel,Automatic,10.43,4,1123.28,83854.38
369,Toyota,Sedan,2572,380,Electric,Manual,18.91,7,1900.31,63646.02
370,BMW,Hatchback,3447,167,Diesel,Automatic,30.16,7,1793.54,43104.18
371,Toyota,SUV,810,335,Petrol,Automatic,23.58,11,1528.33,57023.94
372,Hyundai,SUV,3034,239,Hybrid,Manual,14.01,8,1912.74,57270.39
373,Mercedes,SUV,3573,272,Petrol,Automatic,9.08,5,2719.81,59404.91
374,BMW,Hatchback,1838,352,Electric,Automatic,22.94,3,4317.88,60990.18
375,Tesla,Truck,3625,131,Petrol,Automatic,11.59,12,3787.55,38356.77
376,Ford,Hatchback,3258,342,Diesel,Automatic,17.25,1,4225.67,69796.91
377,Toyota,Electric,3803,234,Petrol,Automatic,21.78,2,4452.94,54502.89
378,Toyota,Hatchback,1384,182,Hybrid,Automatic,32.4,4,2255.91,43049.51
379,BMW,SUV,1875,286,Diesel,Automatic,10.21,7,1926.32,49715.78
380,Ford,Sedan,3899,449,Hybrid,Manual,26.05,11,570.83,76262.14
381,Ford,Hatchback,3424,360,Hybrid,Manual,8.38,9,4673.31,62611.27
382,Hyundai,Hatchback,3888,487,Hybrid,Manual,25.01,1,609.37,83300.04
383,Tesla,SUV,2174,142,Petrol,Manual,22.89,4,3783.34,34976.83
384,Hyundai,Sedan,2251,312,Petrol,Manual,29.92,13,2077.11,50670.21
385,Hyundai,Sedan,2654,205,Petrol,Automatic,22.35,8,4759.27,46867.6
386,Hyundai,Electric,2589,179,Petrol,Manual,17.52,1,2272.13,52109.21
387,Hyundai,Hatchback,3836,124,Diesel,Manual,14.55,14,4138.06,38070.7
388,Hyundai,Sedan,1542,340,Petrol,Automatic,10.3,7,1628.48,54590.01
389,Mercedes,Sedan,2576,342,Diesel,Manual,22.43,2,1705.72,66294.41
390,Ford,Truck,3975,450,Hybrid,Automatic,31.98,7,3098.94,77794.29
391,Hyundai,Truck,1003,487,Diesel,Automatic,21.9,3,4990.52,78430.04
392,Ford,Sedan,1876,165,Electric,Manual,27.96,3,2732.59,46959.39
393,Ford,Electric,1773,472,Petrol,Manual,16.06,11,4700.65,72542.46
394,Honda,Sedan,3787,359,Electric,Automatic,20.1,6,3995.37,71644.3
395,Mercedes,SUV,2198,166,Diesel,Automatic,16.76,4,4040.56,49548.41
396,Hyundai,Hatchback,2665,95,Petrol,Manual,10.95,3,2349.01,32000.43
397,Toyota,Electric,3925,206,Electric,Automatic,19.26,6,2116.75,49670.18
398,BMW,SUV,2099,321,Petrol,Manual,28.64,11,1202.03,56630.68
399,Tesla,Electric,1854,468,Diesel,Manual,18.66,2,4830.52,80721.65
400,Toyota,SUV,1958,218,Electric,Manual,25.55,14,4809.15,42579.98
401,Mercedes,Hatchback,3929,324,Diesel,Manual,28.48,8,3811.22,62315.59
402,BMW,Hatchback,904,261,Electric,Automatic,16.71,13,1692.39,42949.98
403,Mercedes,Truck,1052,480,Hybrid,Automatic,29.53,12,1452.34,67687.33
404,Ford,SUV,1094,214,Hybrid,Manual,17.15,4,4946.47,48553.59
405,BMW,Truck,3515,72,Hybrid,Manual,14.91,11,612.75,29411.28
406,Ford,SUV,1981,356,Hybrid,Automatic,14.01,2,4264.75,71074.31
407,Toyota,Truck,1348,443,Hybrid,Automatic,13.4,1,1970.65,80537.21
408,Toyota,Hatchback,3478,381,Diesel,Automatic,27.9,6,2268.69,66909.15
409,BMW,Electric,3938,144,Hybrid,Automatic,31.96,11,4210.29,43888.87
410,BMW,Truck,2577,339,Diesel,Automatic,14.23,6,725.83,65804.26
411,Hyundai,SUV,1098,304,Hybrid,Manual,10.3,11,1964.6,49404.33
412,Mercedes,SUV,2548,359,Petrol,Manual,16.47,12,4774.51,62447.68
413,Hyundai,Hatchback,2643,421,Hybrid,Manual,25.76,4,3585.61,73325.34
414,Mercedes,SUV,900,413,Petrol,Manual,17.95,3,3848.21,73643.14
415,Hyundai,Sedan,3927,375,Diesel,Automatic,22.83,12,3860.27,66278.55
416,Ford,Electric,3179,68,Hybrid,Automatic,28.1,10,584.68,31360.86
417,BMW,Truck,3683,445,Electric,Manual,19.03,1,1255.08,81656.44
418,Toyota,Electric,2574,306,Diesel,Manual,34.99,1,2608.94,64387.12
419,Mercedes,Hatchback,3240,371,Hybrid,Automatic,16.04,6,2030.31,71497.83
420,Mercedes,Truck,1673,473,Diesel,Manual,34.41,9,2231.29,74602.25
421,Toyota,Truck,3228,337,Electric,Manual,13.48,6,3972.8,66408.2
422,Hyundai,Sedan,891,297,Hybrid,Automatic,11.0,3,368.99,53333.76
423,Mercedes,Hatchback,1246,262,Electric,Automatic,28.27,13,3404.31,44391.61
424,Tesla,SUV,908,306,Hybrid,Automatic,26.96,3,300.52,54480.22
425,Ford,Sedan,1116,294,Petrol,Manual,29.9,3,596.38,55872.91
426,BMW,Sedan,2635,140,Diesel,Automatic,17.28,10,2218.94,34226.2
427,Toyota,Electric,2743,415,Electric,Automatic,33.13,1,4252.46,76515.12
428,BMW,Electric,2258,72,Diesel,Manual,11.23,12,981.48,19359.12
429,Tesla,Electric,1241,386,Electric,Automatic,8.82,12,2906.72,59322.4
430,Mercedes,Sedan,3065,75,Diesel,Manual,16.12,8,3488.97,30672.41
431,Mercedes,SUV,2045,104,Diesel,Manual,29.53,0,1378.8,34068.84
432,Tesla,Truck,3520,380,Diesel,Manual,26.17,14,2707.95,64583.8
433,Toyota,Electric,2351,198,Petrol,Manual,19.78,7,4583.61,46991.07
434,Ford,SUV,1077,385,Hybrid,Automatic,14.92,5,2707.47,65876.82
435,Honda,Hatchback,3856,207,Petrol,Manual,9.6,14,1039.42,46165.05
436,Toyota,Electric,1368,414,Diesel,Automatic,17.11,12,3250.73,61403.06
437,Honda,Truck,1809,295,Electric,Automatic,20.42,9,3083.34,52088.65
438,Tesla,Hatchback,3722,250,Diesel,Automatic,26.55,6,426.69,55988.53
439,Hyundai,Hatchback,3313,160,Hybrid,Automatic,25.44,11,725.79,39676.97
440,Honda,Truck,1638,164,Petrol,Automatic,33.58,4,1036.87,33944.98
441,Ford,Electric,3601,309,Hybrid,Manual,10.71,5,940.56,60620.34
442,Hyundai,Sedan,2407,455,Electric,Automatic,17.08,5,1519.49,80328.03
443,Honda,Truck,3685,153,Hybrid,Manual,21.0,12,2434.3,36268.0
444,Tesla,Truck,829,279,Petrol,Manual,26.11,8,2047.07,48026.24
445,Hyundai,Truck,3206,357,Electric,Manual,21.38,9,4486.05,64201.61
446,Tesla,Hatchback,2742,398,Hybrid,Automatic,32.64,12,3176.91,61164.95
447,Honda,SUV,2933,192,Petrol,Automatic,24.43,3,4417.88,53879.49
448,Tesla,Sedan,2057,420,Petrol,Automatic,9.07,11,2777.08,66577.07
449,Ford,Electric,3594,214,Diesel,Automatic,11.07,10,722.39,44892.62
450,Honda,Electric,3160,87,Hybrid,Manual,28.34,11,2477.45,31965.37
451,Honda,SUV,1164,341,Electric,Automatic,27.33,12,4163.55,52721.83
452,Honda,Truck,2600,175,Diesel,Automatic,12.14,4,1212.29,45376.33
453,Toyota,Sedan,2622,364,Hybrid,Manual,9.59,3,728.71,73072.57
454,Toyota,Electric,2662,293,Hybrid,Manual,23.63,0,1848.34,61522.42
455,Toyota,Electric,1704,464,Electric,Manual,25.16,9,2127.82,76120.35
456,Ford,Truck,1497,60,Diesel,Manual,11.65,5,1739.41,26164.41
457,Hyundai,SUV,2978,407,Diesel,Manual,20.79,4,935.63,74378.76
458,Tesla,Sedan,3650,299,Electric,Manual,16.26,3,1478.95,65039.39
459,Mercedes,SUV,3636,117,Diesel,Manual,33.15,5,3506.73,39414.16
460,Honda,SUV,2655,394,Petrol,Automatic,13.92,11,2113.86,62294.79
461,Tesla,Sedan,1150,242,Electric,Automatic,27.8,4,3272.98,50249.52
462,Honda,Sedan,979,396,Hybrid,Manual,21.99,2,2820.63,72021.46
463,Ford,Electric,2303,85,Electric,Manual,8.31,1,2880.55,38089.42
464,Honda,Electric,1986,468,Petrol,Automatic,21.96,12,1468.18,73111.78
465,Toyota,Sedan,2606,136,Electric,Manual,10.69,5,2751.25,38265.23
466,Mercedes,Hatchback,3967,476,Hybrid,Manual,25.79,3,410.9,88386.08
467,BMW,Electric,1573,276,Hybrid,Manual,23.27,10,2329.2,49913.43
468,Honda,Hatchback,1309,387,Electric,Manual,8.28,14,2991.33,60355.69
469,Tesla,Sedan,1164,384,Electric,Manual,13.53,12,1155.38,59068.04
470,Toyota,Electric,3828,321,Petrol,Automatic,28.96,9,1505.82,63694.3
471,BMW,SUV,1152,82,Petrol,Manual,15.45,2,1331.8,30046.31
472,Mercedes,Sedan,3647,303,Hybrid,Manual,21.48,13,631.62,57687.1
473,BMW,Truck,1906,217,Diesel,Manual,16.42,7,1934.93,41679.08
474,Toyota,Hatchback,2048,265,Diesel,Automatic,32.88,11,4901.14,47040.01
475,Hyundai,Sedan,1211,369,Diesel,Automatic,22.49,8,1963.24,58620.97
476,Hyundai,Sedan,1534,146,Diesel,Manual,26.8,14,2464.52,40039.61
477,BMW,Electric,3828,326,Hybrid,Manual,10.25,6,3369.51,67160.4
478,Ford,Electric,917,474,Diesel,Manual,9.09,1,3347.94,75479.57
479,Tesla,Electric,1281,193,Diesel,Manual,15.0,7,4764.51,36599.81
480,Tesla,Truck,991,326,Electric,Automatic,16.35,10,4330.55,47855.9
481,BMW,Electric,3438,392,Diesel,Automatic,26.57,12,4031.57,63134.82
482,Honda,Sedan,3437,327,Electric,Manual,23.37,12,4772.65,56204.71
483,Honda,Electric,3506,112,Hybrid,Manual,18.11,10,1384.6,32031.94
484,Tesla,SUV,906,158,Electric,Automatic,25.66,4,3200.15,36676.59
485,Tesla,Electric,1181,306,Petrol,Automatic,12.42,14,4469.82,50166.5
486,Hyundai,Truck,1582,95,Electric,Manual,9.71,14,3233.45,22948.61
487,Ford,SUV,3237,460,Diesel,Manual,31.07,14,4893.88,74449.7
488,Toyota,Sedan,1043,87,Electric,Manual,23.23,10,771.66,21373.74
489,Honda,Sedan,3432,279,Electric,Automatic,25.53,9,2364.85,54528.36
490,Tesla,Hatchback,3716,465,Hybrid,Automatic,16.3,6,4893.61,78734.03
491,Hyundai,SUV,1267,161,Hybrid,Automatic,18.04,4,2083.97,40849.16
492,Mercedes,Hatchback,1665,322,Diesel,Automatic,10.22,1,3775.91,62191.54
493,Hyundai,SUV,3781,330,Petrol,Manual,31.14,11,442.89,66362.23
494,Honda,SUV,2361,283,Petrol,Automatic,24.0,11,3565.73,49131.72
495,Honda,Truck,2033,198,Electric,Automatic,10.26,11,4692.75,36840.19
496,Hyundai,Hatchback,1403,339,Petrol,Automatic,29.72,3,2098.72,63079.22
497,Toyota,Truck,2460,345,Hybrid,Manual,19.99,12,400.11,57451.36
498,BMW,SUV,3862,309,Diesel,Automatic,28.66,10,431.18,61173.54
499,Honda,Sedan,1896,381,Diesel,Automatic,8.34,4,4492.51,67622.98
500,Hyundai,SUV,2815,376,Hybrid,Automatic,8.78,5,3695.83,68642.93
501,Tesla,Truck,2458,137,Diesel,Manual,12.61,4,801.43,38210.09
502,Hyundai,Hatchback,2533,356,Electric,Automatic,13.69,9,556.57,61410.23
503,Ford,Hatchback,2413,397,Diesel,Manual,28.63,10,4082.68,61289.99
504,BMW,Truck,1659,366,Petrol,Manual,27.08,14,4106.34,59890.01
505,Mercedes,Hatchback,2679,487,Diesel,Automatic,24.63,0,866.45,90286.03
506,Toyota,Electric,2076,410,Diesel,Manual,31.89,0,1717.15,78240.52
507,Mercedes,Sedan,812,72,Hybrid,Automatic,14.67,14,3966.12,17102.47
508,BMW,Sedan,3146,405,Hybrid,Manual,32.42,2,2769.44,74353.21
509,BMW,Sedan,1899,455,Petrol,Manual,32.56,8,4795.95,74594.29
510,BMW,Hatchback,1874,141,Hybrid,Automatic,19.73,10,2560.99,30687.1
511,Mercedes,Hatchback,1586,68,Petrol,Automatic,10.55,1,3481.7,35427.97
512,Tesla,SUV,948,272,Electric,Manual,27.62,9,2695.98,40240.7
513,BMW,SUV,2554,107,Petrol,Manual,17.1,4,4731.94,35546.19
514,Hyundai,Sedan,2969,108,Diesel,Manual,29.46,8,2173.7,31473.22
515,Mercedes,Electric,2103,368,Petrol,Manual,12.42,6,1380.04,68809.74
516,BMW,SUV,3385,499,Electric,Automatic,22.57,10,1835.18,84255.42
517,Hyundai,SUV,1979,99,Diesel,Manual,21.72,7,4308.04,33210.12
518,Tesla,Hatchback,3223,422,Petrol,Manual,10.71,1,2640.31,85155.88
519,Ford,Electric,881,339,Hybrid,Automatic,17.81,4,1964.99,59753.04
520,Tesla,Sedan,1291,285,Hybrid,Manual,10.29,8,2858.02,52766.77
521,BMW,SUV,3203,167,Hybrid,Automatic,20.55,0,926.18,44856.24
522,Mercedes,Electric,2825,304,Petrol,Automatic,30.76,0,325.19,63994.6
523,Honda,Electric,1724,314,Petrol,Automatic,15.3,9,1618.75,55082.13
524,BMW,Sedan,2096,92,Electric,Manual,28.65,7,3143.53,28277.86
525,Honda,Electric,2403,82,Diesel,Automatic,12.95,1,3644.9,36915.57
526,Hyundai,Electric,3915,392,Diesel,Automatic,26.19,8,4185.07,65678.78
527,Ford,Electric,3852,113,Diesel,Automatic,32.72,9,4655.32,38516.39
528,Toyota,SUV,2396,368,Diesel,Manual,16.75,8,2236.93,62844.12
529,Tesla,Sedan,922,108,Petrol,Manual,32.31,3,3780.43,30663.95
530,Ford,Electric,1507,137,Petrol,Manual,21.65,1,650.96,42291.1
531,BMW,Electric,3177,395,Electric,Manual,16.55,2,570.39,79522.51
532,Honda,SUV,1790,492,Diesel,Automatic,32.21,9,886.55,78985.44
533,Tesla,Sedan,3170,417,Petrol,Automatic,8.87,0,2408.27,77115.69
534,Honda,Hatchback,3982,181,Petrol,Automatic,8.76,2,1293.02,53870.46
535,Mercedes,SUV,3617,418,Petrol,Manual,24.2,4,1648.55,76643.14
536,Honda,Sedan,2840,149,Petrol,Automatic,29.51,2,3345.04,47988.3
537,Mercedes,Electric,3960,405,Diesel,Manual,28.29,2,1985.05,79343.35
538,Hyundai,Sedan,3280,252,Diesel,Manual,10.15,9,2919.65,47556.27
539,Tesla,Sedan,1509,475,Petrol,Manual,33.66,5,2238.3,76300.83
540,Tesla,Sedan,1593,436,Hybrid,Automatic,26.98,2,1094.16,72823.16
541,Toyota,Hatchback,1511,303,Electric,Automatic,33.63,2,647.89,56761.34
542,BMW,Sedan,3970,208,Diesel,Manual,16.89,14,1410.29,43295.2
543,Mercedes,Hatchback,3386,205,Diesel,Automatic,26.74,8,571.19,48380.64
544,Toyota,Electric,3448,375,Hybrid,Manual,31.22,1,3207.48,77168.15
545,Honda,Hatchback,2517,437,Diesel,Automatic,18.27,0,4039.87,78414.73
546,Honda,Electric,1056,200,Hybrid,Manual,34.05,9,1896.78,42706.03
547,Toyota,Electric,2012,467,Hybrid,Manual,15.15,7,2119.42,70668.79
548,Tesla,Hatchback,1670,345,Petrol,Manual,16.52,12,4136.1,53096.31
549,Honda,SUV,3746,445,Diesel,Automatic,32.85,13,1346.28,79082.79
550,Hyundai,Truck,2531,398,Electric,Automatic,34.18,2,860.05,70125.16
551,Hyundai,Sedan,1608,170,Hybrid,Automatic,15.7,6,2655.26,43577.83
552,Toyota,Truck,3524,167,Electric,Automatic,11.68,1,3337.09,49634.06
553,Mercedes,Sedan,1070,426,Petrol,Automatic,28.49,10,3118.38,65117.42
554,Mercedes,Sedan,2343,340,Diesel,Manual,33.1,10,3655.2,61634.78
555,Toyota,Electric,1349,109,Petrol,Automatic,24.22,11,566.73,29612.5
556,Mercedes,Sedan,1937,73,Petrol,Manual,25.13,7,2312.55,32272.25
557,Tesla,Sedan,1367,193,Electric,Automatic,28.6,8,1421.28,39319.83
558,Tesla,Hatchback,3833,135,Electric,Automatic,12.13,7,3867.87,41827.97
559,Mercedes,Truck,1158,143,Hybrid,Automatic,34.28,7,4401.83,33583.42
560,Hyundai,Hatchback,2473,402,Diesel,Manual,17.84,7,1622.28,66023.34
561,Mercedes,Sedan,2437,217,Petrol,Automatic,24.96,13,747.52,42162.89
562,Tesla,Electric,2157,345,Hybrid,Manual,20.65,6,1491.11,61976.34
563,Ford,Hatchback,2512,481,Hybrid,Automatic,20.64,1,788.84,78741.85
564,BMW,Hatchback,2162,373,Petrol,Manual,26.97,7,1815.38,68274.18
565,Honda,SUV,1597,153,Petrol,Manual,34.86,4,2829.53,39995.31
566,Ford,Sedan,2084,356,Hybrid,Manual,25.79,5,4876.3,62371.31
567,Mercedes,Electric,1686,153,Petrol,Manual,29.44,3,2177.04,41715.28
568,Hyundai,Hatchback,2558,116,Petrol,Automatic,8.75,0,1334.19,40021.67
569,Toyota,Hatchback,2022,223,Electric,Automatic,29.88,12,1083.97,42630.48
570,Mercedes,Electric,3058,379,Diesel,Manual,16.1,4,1113.29,75215.62
571,Hyundai,Sedan,1086,157,Hybrid,Automatic,11.42,2,1205.21,41494.25
572,BMW,SUV,2515,75,Petrol,Manual,11.06,8,3882.66,27883.8
573,Mercedes,Hatchback,2585,403,Hybrid,Automatic,26.36,3,586.83,70322.16
574,Tesla,SUV,1542,137,Diesel,Automatic,34.94,9,4987.79,30822.98
575,Toyota,Truck,2305,405,Hybrid,Automatic,25.99,1,2756.63,77051.12
576,Hyundai,Sedan,2840,131,Hybrid,Manual,15.08,3,2858.08,41370.29
577,Hyundai,Truck,1846,329,Hybrid,Automatic,13.49,2,1980.55,64897.26
578,Hyundai,Truck,3980,346,Electric,Manual,22.2,2,3544.2,70821.04
579,BMW,Truck,1095,125,Diesel,Automatic,9.76,4,2515.84,31884.84
580,Mercedes,Sedan,2853,427,Diesel,Manual,18.78,0,1846.59,81596.0
581,BMW,Sedan,3397,127,Hybrid,Automatic,25.99,4,1546.15,39404.31
582,Honda,Electric,1480,252,Hybrid,Manual,34.13,7,4650.56,47156.2
583,Honda,SUV,2691,114,Diesel,Manual,19.49,14,1667.65,25481.25
584,Mercedes,SUV,1594,438,Petrol,Manual,13.41,14,2351.05,61936.4
585,Tesla,Electric,1002,227,Electric,Automatic,30.07,9,1946.6,44833.17
586,BMW,Electric,1124,468,Diesel,Manual,28.09,11,705.04,72775.59
587,Toyota,Truck,3672,84,Hybrid,Automatic,31.21,8,1173.89,37170.43
588,Hyundai,Electric,3091,190,Petrol,Manual,13.8,11,1190.66,45457.78
589,Hyundai,Hatchback,1126,384,Petrol,Manual,18.93,0,3560.15,68395.9
590,Mercedes,SUV,1786,161,Petrol,Manual,34.5,13,2210.95,34974.18
591,Tesla,Electric,3918,433,Electric,Automatic,12.27,1,3975.25,85972.66
592,Honda,Hatchback,1560,341,Electric,Automatic,26.13,1,3632.07,62082.23
593,Honda,Hatchback,1836,355,Diesel,Automatic,14.4,5,1202.63,64189.32
594,Hyundai,Hatchback,1706,353,Diesel,Automatic,21.5,0,2945.71,67095.23
595,Mercedes,Hatchback,2203,481,Diesel,Automatic,29.61,10,3791.67,69714.95
596,BMW,Truck,1164,322,Diesel,Automatic,21.19,0,3275.3,63108.94
597,Honda,Hatchback,2044,473,Hybrid,Automatic,29.75,1,3120.08,79848.29
598,BMW,Truck,2920,179,Electric,Manual,19.51,14,3776.17,40793.67
599,Tesla,Truck,2448,462,Petrol,Manual,34.98,11,566.87,70596.94
600,Honda,Hatchback,1869,290,Hybrid,Automatic,19.77,12,3737.68,50594.33
601,Honda,SUV,1073,350,Diesel,Automatic,12.03,3,1581.48,62855.54
602,Ford,Hatchback,3055,220,Diesel,Automatic,18.85,1,2987.8,49496.05
603,Honda,Hatchback,2752,220,Hybrid,Automatic,28.05,3,1438.83,50994.98
604,Toyota,Hatchback,2684,137,Petrol,Automatic,30.89,2,4242.44,43763.84
605,Mercedes,SUV,923,97,Electric,Manual,20.42,2,2558.63,35679.52
606,Mercedes,Sedan,3881,453,Electric,Automatic,24.05,14,3321.82,73458.61
607,BMW,Sedan,2152,87,Petrol,Automatic,30.81,8,4032.19,32414.27
608,Tesla,Truck,3390,159,Electric,Automatic,29.97,7,4507.98,44562.1
609,Honda,Truck,2491,353,Diesel,Manual,25.76,11,3740.69,61645.44
610,Toyota,SUV,2907,459,Diesel,Manual,30.01,11,999.21,75747.59
611,BMW,Electric,3746,183,Diesel,Manual,23.55,9,4316.3,44274.28
612,Ford,Sedan,3733,464,Diesel,Manual,8.13,8,3207.32,76711.57
613,BMW,Truck,3629,151,Petrol,Automatic,9.11,0,3164.41,53716.26
614,BMW,Sedan,1241,314,Electric,Manual,34.45,11,4630.3,53807.98
615,Honda,SUV,2040,156,Electric,Manual,11.91,4,1469.51,41034.57
616,Ford,SUV,1710,65,Hybrid,Manual,18.92,11,1426.06,24881.48
617,BMW,Electric,1825,228,Petrol,Manual,33.21,11,2712.01,44127.17
618,Toyota,Electric,2359,442,Electric,Manual,13.27,3,3829.06,74854.6
619,Toyota,SUV,2541,330,Electric,Automatic,30.78,10,2402.03,57209.53
620,Mercedes,Truck,3679,167,Hybrid,Manual,30.09,13,3279.29,43356.32
621,Ford,Sedan,3855,446,Diesel,Manual,34.63,8,2426.87,77869.1
622,Ford,Hatchback,2534,358,Electric,Manual,15.61,13,3168.82,59987.69
623,Mercedes,Electric,1425,106,Diesel,Automatic,16.51,2,4164.63,38973.85
624,BMW,Hatchback,2490,158,Hybrid,Automatic,32.38,4,1148.24,42805.05
625,Ford,Truck,1797,73,Electric,Automatic,14.32,7,3568.28,25056.96
626,Toyota,Electric,3581,253,Diesel,Automatic,22.79,9,4000.9,53342.93
627,Toyota,Hatchback,890,216,Petrol,Automatic,27.1,14,2401.42,34314.96
628,Honda,Truck,3014,447,Diesel,Automatic,15.34,4,1819.2,74907.27
629,Ford,Sedan,3806,213,Diesel,Automatic,33.34,8,363.66,52187.14
630,BMW,Truck,1006,174,Diesel,Automatic,25.97,1,4046.39,42229.04
631,Mercedes,Electric,1888,455,Diesel,Manual,9.27,5,1841.31,66808.21
632,Mercedes,SUV,2711,317,Petrol,Manual,11.66,4,1979.35,63333.56
633,BMW,Sedan,1315,204,Hybrid,Automatic,13.15,8,1879.23,42022.49
634,Tesla,Hatchback,1980,350,Diesel,Manual,14.61,6,2644.07,68392.36
635,Hyundai,Electric,2592,69,Diesel,Automatic,27.73,7,3601.75,29743.5
636,Honda,SUV,3594,427,Electric,Manual,10.4,6,3927.76,79824.83
637,Mercedes,Truck,3153,273,Electric,Manual,17.47,12,2145.08,53358.68
638,Ford,SUV,2701,292,Petrol,Automatic,32.61,9,3416.58,53274.73
639,Honda,Electric,2805,230,Petrol,Manual,23.03,9,3687.22,48959.88
640,Ford,Electric,1194,80,Petrol,Automatic,15.17,4,1695.51,29088.74
641,Tesla,SUV,1897,74,Electric,Automatic,33.84,10,754.12,23507.76
642,Toyota,Truck,986,478,Diesel,Manual,14.6,12,4504.93,67968.3
643,Honda,SUV,2397,427,Electric,Automatic,32.44,13,3482.45,64774.12
644,Mercedes,Electric,2391,185,Hybrid,Manual,27.6,4,3346.12,45743.94
645,Honda,Electric,3470,400,Petrol,Manual,27.99,12,576.84,67595.82
646,Honda,Hatchback,1529,400,Petrol,Automatic,28.65,10,4144.0,61937.61
647,Honda,Hatchback,1039,272,Petrol,Automatic,21.68,3,2960.45,52432.44
648,Hyundai,Sedan,3380,247,Hybrid,Automatic,29.99,1,4285.06,53252.1
649,Honda,Electric,940,231,Diesel,Automatic,30.58,13,4880.44,35814.64
650,Ford,Hatchback,938,306,Diesel,Automatic,17.73,8,4798.37,51456.67
651,Toyota,SUV,3306,64,Diesel,Manual,18.81,9,4323.62,34513.03
652,Tesla,Truck,869,290,Petrol,Automatic,32.0,9,351.45,51206.71
653,BMW,SUV,1184,260,Diesel,Manual,22.17,11,4462.92,41920.07
654,Honda,Truck,1429,432,Electric,Automatic,31.41,9,652.79,72871.48
655,Mercedes,Hatchback,3045,461,Petrol,Manual,24.92,9,4300.61,76350.18
656,Honda,Sedan,1004,208,Hybrid,Manual,24.03,2,1616.82,42768.1
657,Mercedes,SUV,2549,131,Hybrid,Manual,8.84,10,3167.32,34130.26
658,Ford,SUV,1367,285,Diesel,Manual,15.5,10,478.92,52256.26
659,Mercedes,SUV,1781,133,Petrol,Manual,21.56,2,3924.55,36101.84
660,BMW,Truck,1604,366,Electric,Automatic,23.86,2,825.02,63823.59
661,Toyota,Hatchback,2510,228,Electric,Manual,25.02,7,2230.23,54008.96
662,Mercedes,SUV,3706,308,Petrol,Automatic,27.34,5,4142.0,64467.28
663,Mercedes,SUV,1681,339,Diesel,Manual,25.72,0,3568.14,64308.02
664,Toyota,Sedan,2835,211,Hybrid,Automatic,30.91,11,328.4,43606.36
